epoch,step,train_loss_epoch,train_loss_step,val_mean_iou
0,9,,126.12983703613281,
0,19,,113.80413818359375,
0,29,,106.20986938476562,
0,39,,106.79963684082031,
0,49,,105.93346405029297,
0,59,,102.66517639160156,
0,69,,100.61212158203125,
0,79,,102.5614013671875,
0,89,,99.05868530273438,
0,99,,98.49347686767578,
0,109,,99.10411834716797,
0,119,,97.30577850341797,
0,129,,95.58759307861328,
0,139,,96.29723358154297,
0,149,,92.55036163330078,
0,159,,94.20935821533203,
0,169,,92.83370971679688,
0,179,,90.27671813964844,
0,189,,86.74604797363281,
0,199,,87.69097900390625,
0,209,,81.77285766601562,
0,219,,81.08457946777344,
0,229,,81.3177719116211,
0,239,,73.70230865478516,
0,249,,76.66917419433594,
0,259,,78.89214324951172,
0,269,,77.33184051513672,
0,279,,72.52865600585938,
0,289,,74.84278869628906,
0,299,,69.6799087524414,
0,309,,75.04856872558594,
0,315,,,0.049443792551755905
0,315,93.34304809570312,,
1,319,,75.431884765625,
1,329,,75.42097473144531,
1,339,,74.61650848388672,
1,349,,74.17935943603516,
1,359,,70.62702941894531,
1,369,,68.96324157714844,
1,379,,73.2820053100586,
1,389,,73.5782241821289,
1,399,,72.69348907470703,
1,409,,71.8742446899414,
1,419,,73.12310791015625,
1,429,,77.31707763671875,
1,439,,73.53944396972656,
1,449,,74.80474853515625,
1,459,,73.82476043701172,
1,469,,81.1444091796875,
1,479,,72.69763946533203,
1,489,,72.81851959228516,
1,499,,74.8514633178711,
1,509,,75.59967803955078,
1,519,,74.16026306152344,
1,529,,71.17959594726562,
1,539,,71.80497741699219,
1,549,,74.69294738769531,
1,559,,71.69889831542969,
1,569,,73.24116516113281,
1,579,,74.5934066772461,
1,589,,70.8848648071289,
1,599,,69.87665557861328,
1,609,,74.75283813476562,
1,619,,74.5234146118164,
1,629,,70.36485290527344,
1,631,,,0.07369955629110336
1,631,73.69652557373047,,
2,639,,75.79765319824219,
2,649,,72.11531066894531,
2,659,,73.40161895751953,
2,669,,74.9122314453125,
2,679,,74.38007354736328,
2,689,,71.8899154663086,
2,699,,71.24002075195312,
2,709,,69.34807586669922,
2,719,,69.30776977539062,
2,729,,69.40686798095703,
2,739,,73.96648406982422,
2,749,,74.85449981689453,
2,759,,68.94493103027344,
2,769,,73.7795639038086,
2,779,,70.8677749633789,
2,789,,73.0295181274414,
2,799,,76.9786148071289,
2,809,,68.56727600097656,
2,819,,73.39430236816406,
2,829,,66.54520416259766,
2,839,,66.33506774902344,
2,849,,73.59844970703125,
2,859,,79.37353515625,
2,869,,70.4627914428711,
2,879,,70.98995971679688,
2,889,,72.81074523925781,
2,899,,75.63153839111328,
2,909,,71.11079406738281,
2,919,,74.0045394897461,
2,929,,71.79033660888672,
2,939,,66.67159271240234,
